Tempo mm. 5-8	Aria 1	Variation 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16a	16b	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Aria 2	
Pulse	quarter note	quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	half note	eighth note	quarter note	quarter note	half note	quarter note	dotted quarter note	eighth note	quarter note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	
Rudolf Serkin 1928	71.7	128.9	106.1	59.7	95.2	182.8	- - - 	- - - 	- - - 	77.0	114.6	200.0	82.5	57.2	131.0	39.3	43.5	94.0	136.4	118.0	215.8	131.9	58.1	138.2	127.7	51.9	53.9	104.5	92.2	105.0	111.8	93.0	61.8	Rudolf Serkin 1928
Takahashi 1976	42.0	81.8	62.3	59.9	60.2	127.2	33.9	72.3	95.2	51.5	80.5	143.9	85.3	25.9	105.2	21.4	35.2	65.2	99.0	95.1	94.0	100.8	34.8	113.2	89.1	67.3	35.9	96.6	66.0	76.8	103.1	85.1	37.0	Takahashi 1976
Gibbons 1979	60.4	120.9	74.3	68.3	60.8	121.2	43.6	36.9	118.8	88.4	88.1	154.4	73.1	39.2	99.3	29.9	38.6	68.0	95.0	87.5	208.4	122.0	47.3	108.0	109.7	98.9	63.2	100.2	69.8	83.4	95.9	81.3	62.1	Gibbons 1979
Nikolayeva 1979	55.3	100.7	89.8	59.1	61.4	119.6	45.0	84.9	100.5	70.3	83.5	120.8	74.8	37.7	85.5	33.3	40.4	70.8	97.4	96.8	167.2	89.5	40.1	101.4	86.6	85.9	49.8	85.2	74.0	67.3	88.5	73.5	53.4	Nikolayeva 1979
Pinnock 1980	39.0	94.9	84.4	73.4	62.2	119.4	43.9	81.7	109.7	46.2	83.4	131.2	42.1	42.7	101.1	27.5	40.5	66.4	109.9	89.5	141.2	106.0	30.1	92.1	92.7	66.0	43.4	88.8	78.0	88.2	85.2	58.2	39.0	Pinnock 1980
Weissenberg 1981	44.4	124.3	76.2	77.3	76.6	145.5	47.6	94.0	129.9	59.4	89.0	123.8	75.8	30.7	96.9	27.9	29.7	71.8	130.7	106.8	109.9	103.8	44.1	108.8	109.2	77.5	54.6	93.9	79.8	95.2	83.5	63.7	42.2	Weissenberg 1981
Gould 1981	31.7	82.2	79.9	64.0	57.8	165.9	75.1	54.7	110.9	97.8	94.1	146.9	91.6	41.5	92.8	20.9	26.9	70.3	108.1	95.2	90.6	118.4	46.1	96.0	104.6	91.8	34.0	113.3	74.1	89.0	92.4	73.1	26.2	Gould 1981
Schiff 1982	52.6	108.1	100.3	67.2	64.5	136.8	53.6	80.9	126.8	99.9	93.9	140.0	104.3	52.7	106.6	40.5	35.8	80.0	106.5	100.7	162.6	118.8	63.7	88.8	94.4	98.4	60.3	94.4	79.8	74.0	99.1	101.4	57.0	Schiff 1982
Sokolov 1982 	51.2	119.5	68.1	41.6	61.4	148.4	41.2	49.6	119.9	69.1	66.8	77.8	87.9	47.5	100.1	41.8	34.5	44.2	115.7	67.4	107.7	123.0	30.5	68.1	103.3	59.2	37.4	95.6	66.3	90.0	83.4	72.6	51.0	Sokolov 1982 
Chen 1985	61.5	117.9	72.4	74.3	43.4	129.7	42.1	84.2	110.7	61.0	77.7	105.3	100.5	44.1	94.5	27.6	31.9	78.2	93.2	81.0	178.8	105.6	50.2	95.7	86.4	73.5	45.8	99.0	71.5	74.0	79.9	60.6	54.5	Chen 1985
Gilbert 1986	47.5	89.2	78.0	63.1	63.2	110.9	38.6	73.3	104.1	61.7	85.3	112.2	54.9	30.7	89.0	34.8	38.9	64.3	94.5	96.4	140.8	89.3	50.5	92.0	82.8	70.4	52.3	82.8	63.6	77.0	81.4	73.0	44.5	Gilbert 1986
Tipo 1986 	51.3	101.0	73.7	65.8	54.6	144.8	57.9	53.1	111.4	55.2	84.5	105.4	100.0	35.2	102.5	30.6	30.4	76.1	124.6	78.4	124.8	115.7	53.3	75.8	103.0	67.4	41.8	97.3	77.0	76.4	69.7	64.1	47.1	Tipo 1986 
Koopman 1987	39.4	101.9	88.7	63.3	58.0	111.9	46.8	79.7	85.2	72.4	74.2	119.7	60.5	43.1	91.2	33.2	33.4	68.5	82.4	96.2	140.8	83.8	50.4	93.3	78.9	76.0	55.9	76.8	64.9	71.5	81.6	67.8	39.0	Koopman 1987
Jarrett 1989	38.7	81.6	59.7	50.1	52.1	96.0	39.3	59.2	85.5	58.5	64.4	102.5	58.2	35.8	77.9	31.7	34.9	53.2	85.0	77.8	131.2	87.2	45.6	83.9	87.1	61.2	53.3	78.5	50.8	75.2	79.9	66.3	40.5	Jarrett 1989
Asperen 1991	39.1	97.3	70.3	65.2	56.9	112.4	33.3	74.9	97.4	44.0	80.5	124.9	39.8	48.7	78.5	24.9	37.1	69.4	89.8	74.9	170.9	79.7	37.3	81.6	63.7	51.8	51.4	75.0	51.4	64.0	90.2	60.4	36.8	Asperen 1991
Feltsman 1991	39.2	108.7	102.1	68.2	65.3	144.5	53.4	68.7	111.0	80.1	80.2	165.2	98.6	40.9	103.4	24.6	29.8	72.4	83.6	90.5	198.7	96.6	39.2	86.2	99.1	88.5	42.2	92.5	80.0	92.9	89.2	72.0	38.4	Feltsman 1991
Barenboim 1992	46.4	101.8	67.1	50.0	56.8	141.7	47.1	71.0	92.5	78.3	63.8	122.6	93.2	54.9	75.5	28.2	28.3	70.8	105.9	102.2	123.5	95.8	51.8	99.4	82.6	109.2	42.2	108.5	88.4	88.5	83.6	81.0	41.0	Barenboim 1992
Nikolayeva 1992	49.9	104.1	91.9	60.5	55.8	130.8	46.4	54.2	93.5	74.8	73.6	97.8	80.6	41.1	78.9	24.1	29.3	71.4	98.9	73.7	105.9	102.6	31.6	72.3	76.0	89.2	25.0	81.1	60.7	60.4	65.1	58.3	45.1	Nikolayeva 1992
Verlet 1992	69.8	89.2	72.1	47.6	51.1	104.9	32.7	65.3	93.5	64.4	80.8	130.5	68.9	47.3	96.2	36.1	37.1	63.2	93.4	74.7	141.6	87.2	49.8	70.6	81.6	63.3	76.2	82.6	59.4	78.4	73.2	62.3	63.7	Verlet 1992
Gavrilov 1993	41.7	115.3	80.9	75.2	62.8	168.9	80.0	77.6	122.7	77.4	89.7	176.2	93.8	74.7	110.5	22.8	33.3	70.4	116.7	103.7	217.9	134.3	36.3	100.5	103.8	101.5	35.5	114.1	82.4	120.7	126.0	80.3	41.6	Gavrilov 1993
Peter Serkin 1994	50.5	108.2	88.7	37.8	64.0	122.1	41.1	81.2	102.4	63.7	85.9	138.6	68.9	31.9	101.6	27.9	36.7	72.5	109.0	77.8	161.2	112.8	33.0	103.8	102.6	63.5	35.6	108.2	71.5	84.6	95.4	110.8	44.5	Peter Serkin 1994
Li 1996	35.6	104.5	91.7	67.4	62.5	138.7	74.8	58.5	116.8	84.4	88.6	144.1	101.5	40.8	107.6	22.5	29.9	69.8	107.0	84.7	86.1	149.1	47.9	81.4	99.4	82.6	38.9	101.7	72.8	86.5	84.0	78.0	37.1	Li 1996
Vladar 1996	46.3	109.7	90.4	68.0	64.3	145.6	50.1	82.8	119.3	75.5	99.0	133.5	87.0	40.0	98.6	29.7	35.7	77.8	99.0	108.4	147.5	114.4	59.7	91.9	98.3	77.2	53.5	96.3	76.5	82.2	87.1	88.5	39.6	Vladar 1996
Schultz 1998	43.6	104.3	81.8	65.5	62.5	138.3	34.6	68.6	102.9	42.4	80.6	126.6	44.6	36.1	76.6	30.6	30.8	66.0	87.7	58.5	115.0	92.9	30.4	91.6	76.2	52.2	48.5	87.5	70.6	66.2	84.7	63.7	44.7	Schultz 1998
